cod_modelo_color,cod_color_code,des_product_type,sex_Female,sex_Male,sex_Unisex,age_Adult,age_Kids,line_HE,line_KIDS,line_SHE,line_VIOLETA,fabric_C-COMPLEMENTOS,fabric_J-JEANS,fabric_K-CIRCULAR,fabric_L-PIEL,fabric_O-POLIPIEL,fabric_P-PLANA,fabric_T-TRICOT
57085911-92,92,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57005929-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57005716-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57034380-99,99,Coat,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
57015943-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53967021-99,99,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57017112-70,70,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
67070539-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57004004-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47042877-99,99,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47043770-30,30,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47074758-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47005943-01,1,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47003777-DC,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57010748-70,70,Beach Towel,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000280-40,40,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57040321-12,12,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57054391-37,37,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57040381-52,52,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57003802-81,81,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57022891-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57073801-90,90,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57074407-37,37,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57050479-15,15,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57083815-02,2,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57083816-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57085147-CU,32,Card holder,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57087733-05,5,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57036020-DI,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57017728-91,91,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57047740-07,7,Gloves,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57037746-35,35,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57069083-99,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57023824-01,1,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57005834-85,85,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
43070802-OR,5,Ring,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43095817-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53090547-01,1,Dress,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53080567-CU,32,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53040628-50,50,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53050668-25,25,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53073716-56,56,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060873-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53050722-28,28,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53000891-50,50,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53063037-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53073041-04,4,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53063752-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53013769-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53031038-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53023748-32,32,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57054377-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57055921-02,2,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57087106-99,99,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
67022505-85,85,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47037720-CU,32,Clutch and Pochettes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47065933-02,2,Clutch and Pochettes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47055852-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57020041-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57062506-01,1,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57050177-52,52,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57010279-88,88,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57010316-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57012880-05,5,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57085785-35,35,Socks,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050437-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57085137-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57074008-56,56,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57012003-87,87,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57052894-TA,32,Bucket bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57029805-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
57003813-TO,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57023813-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57091174-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57046309-56,56,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57025982-08,8,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57055983-70,70,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57036310-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57074433-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57025979-99,99,Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57007743-65,65,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57036018-56,56,Pyjama Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57035808-30,30,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57047740-99,99,Gloves,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
67040292-GM,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43065789-30,30,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53040590-45,45,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51070647-70,70,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060729-56,56,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060745-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51073736-99,99,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53085748-PL,99,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53025741-35,35,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53015753-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53005773-08,8,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57055916-OR,5,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57034753-70,70,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57065922-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57014380-32,32,Ring,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57045920-09,9,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57017887-49,49,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57085939-45,45,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57088254-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57087893-OR,5,Bodysuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57029218-84,84,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
47073254-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47025146-PL,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57050245-20,20,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57000262-43,43,Dress,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
57010289-01,1,Jumpsuit,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57050414-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57052882-46,46,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57084008-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57044406-05,5,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
57005804-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57055797-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57085984-37,37,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57034432-DI,52,Jacket,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57096014-92,92,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57099087-08,8,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57088277-02,2,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57059110-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57005156-08,8,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57098279-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43015024-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53030688-43,43,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53030667-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53070824-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51093738-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51053748-45,45,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53063764-32,32,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53055736-30,30,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53075735-32,32,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51031081-85,85,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53067683-16,16,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57003650-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57027882-90,90,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53113784-09,9,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57084382-52,52,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57075936-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57025938-74,74,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57025785-TO,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57006309-01,1,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47076304-01,1,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57020264-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57050282-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57023802-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57055138-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57066713-92,92,Blazer,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57093810-08,8,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57023799-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57034782-85,85,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57087730-91,91,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
67000260-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57027735-30,30,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57048268-65,65,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57057743-76,76,Pyjama Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57057744-43,43,Nightgown,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57099093-88,88,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53020578-07,7,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53090588-99,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060522-85,85,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53030684-01,1,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53070773-01,1,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53080918-53,53,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53050625-CU,32,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53003754-92,92,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53013752-79,79,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51003051-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51031021-43,43,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53049069-30,30,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53011108-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53015773-33,33,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57003650-52,52,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57007880-96,96,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57075916-43,43,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57097685-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57009027-02,2,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57015926-56,56,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57017699-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57009044-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57019215-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
67060603-TN,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
47002528-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47024760-30,30,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47024419-15,15,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47035844-02,2,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57030258-99,99,Card holder,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000359-01,1,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57095785-94,94,Gloves,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000422-70,70,Hairclip,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57093795-50,50,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57002892-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050472-BL,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57043802-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57015796-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57081179-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57048267-09,9,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57008272-98,98,Fragance,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57036032-05,5,Kerchief,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53063023-92,92,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53090586-02,2,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53090616-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53010568-TG,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
51000636-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51003031-01,1,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53033715-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030665-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53083033-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51050933-05,5,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53023044-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51075014-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53035715-06,6,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53050987-01,1,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53061011-05,5,Wallet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51035023-05,5,Shirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53017682-08,8,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53085768-30,30,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51055776-92,92,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57005931-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57044754-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57014005-37,37,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57065932-99,99,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57000033-01,1,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010632-56,56,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57022511-PL,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57062504-56,56,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57012001-85,85,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050184-43,43,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040460-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57094404-65,65,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57003814-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57015968-99,99,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57083805-02,2,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57073812-95,95,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57087708-99,99,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57095989-17,17,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57053814-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57048271-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57047743-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57095809-95,95,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57071182-21,21,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57025813-05,5,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53080575-20,20,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51040588-02,2,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53070616-07,7,Hat,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53050602-TM,52,Shorts,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
51033705-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030662-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51050756-07,7,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53000843-43,43,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53050867-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51063733-49,49,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51023740-43,43,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53080681-37,37,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53000578-TO,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53033780-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53005768-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53055031-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53055036-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53010573-37,37,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57015932-CU,32,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57034754-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57006303-05,5,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57047656-99,99,Skort,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57017692-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57065935-95,95,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57059211-81,81,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57059210-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
67080550-07,7,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57097699-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57058631-99,99,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47005939-99,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47034428-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57062511-50,50,Card holder,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57094387-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47018650-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47049204-06,6,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47077885-TN,99,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57034016-70,70,Tie,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57043811-05,5,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57086307-01,1,Poloshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57034036-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57015802-99,99,Citybag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57035794-56,56,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57005825-85,85,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57007754-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57025812-30,30,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57007770-68,68,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57017756-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57057761-99,99,Bras,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43065748-02,2,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
41069069-80,80,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030619-01,1,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53070609-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51030644-02,2,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53000620-70,70,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53060821-TN,99,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
51041120-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51065030-05,5,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53071140-23,23,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53075765-11,11,Trainers,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53041167-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57005911-94,94,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
